	EnsemblID	GeneSymbol	Description
5873	ENSG00000252070	RNA5SP341	RNA, 5S ribosomal pseudogene 341
5874	ENSG00000229847	EMX2OS	EMX2 opposite strand/antisense RNA
5875	ENSG00000303302		
5876	ENSG00000303257		
5877	ENSG00000296328		
5878	ENSG00000248532		
5879	ENSG00000204897	KRT25	keratin 25
5880	ENSG00000239532	RPL21P45	ribosomal protein L21 pseudogene 45
5881	ENSG00000254081	LINC01299	long intergenic non-protein coding RNA 1299
5882	ENSG00000255703		
5883	ENSG00000242756	RHOT1P3	ras homolog family member T1 pseudogene 3
5884	ENSG00000235500	SNX19P2	sorting nexin 19 pseudogene 2
5885	ENSG00000187054	TMPRSS11A	transmembrane serine protease 11A
5886	ENSG00000299813		
5887	ENSG00000301152		
5888	ENSG00000275385	CCL18	C-C motif chemokine ligand 18
5889	ENSG00000278097		
5890	ENSG00000295719		
5891	ENSG00000204001	LCN8	lipocalin 8
5892	ENSG00000249413		
5893	ENSG00000289828		
5894	ENSG00000294243		
5895	ENSG00000296892		
5896	ENSG00000295508		
5897	ENSG00000269791	SSX4B	SSX family member 4B
5898	ENSG00000300363	LOC102724327	uncharacterized LOC102724327
5899	ENSG00000291036		
5900	ENSG00000242837	RPL21P13	ribosomal protein L21 pseudogene 13
5901	ENSG00000298262		
5902	ENSG00000308642		
5903	ENSG00000273331	TM4SF19-DYNLT2B	TM4SF19-DYNLT2B readthrough (NMD candidate)
5904	ENSG00000231265	TRERNA1	translation regulatory long non-coding RNA 1
5905	ENSG00000287786		
5906	ENSG00000271462		
5907	ENSG00000306455	LOC124903991	uncharacterized LOC124903991
5908	ENSG00000214553	LRRC37A11P	leucine rich repeat containing 37 member A11, pseudogene
5909	ENSG00000306125		
5910	ENSG00000254642	COX6CP5	cytochrome c oxidase subunit 6C pseudogene 5
5911	ENSG00000299299		
5912	ENSG00000293949		
5913	ENSG00000308210		
5914	ENSG00000249982		
5915	ENSG00000262079		
5916	ENSG00000250381	UNC93B4	unc-93 homolog B4 (pseudogene)
5917	ENSG00000228820	RPSAP1	ribosomal protein SA pseudogene 1
5918	ENSG00000236148	RPL23AP37	ribosomal protein L23a pseudogene 37
5919	ENSG00000301923		
5920	ENSG00000147081	AKAP4	A-kinase anchoring protein 4
5921	ENSG00000235045	RPL7P8	ribosomal protein L7 pseudogene 8
5922	ENSG00000308913		
5923	ENSG00000143125	PROK1	prokineticin 1
5924	ENSG00000302650		
5925	ENSG00000253121		
5926	ENSG00000296671		
5927	ENSG00000229976		
5928	ENSG00000307641		
5929	ENSG00000214200	TPM3P2	tropomyosin 3 pseudogene 2
5930	ENSG00000300092		
5931	ENSG00000180083	WFDC11	WAP four-disulfide core domain 11
5932	ENSG00000295277		
5933	ENSG00000279940		
5934	ENSG00000287792		
5935	ENSG00000304428		
5936	ENSG00000304408		
5937	ENSG00000309942		
5938	ENSG00000253281	LINC03133	long intergenic non-protein coding RNA 3133
5939	ENSG00000307875		
5940	ENSG00000303080		
5941	ENSG00000288878		
5942	ENSG00000164129	NPY5R	neuropeptide Y receptor Y5
5943	ENSG00000262693	ZFP3-DT	ZFP3 divergent transcript
5944	ENSG00000206790	Y_RNA	Y RNA
5945	ENSG00000301005		
5946	ENSG00000253214	LOC105375924	uncharacterized LOC105375924
5947	ENSG00000233915	UBE2Q2P10	UBE2Q2 pseudogene 10
5948	ENSG00000202227	RNU6-282P	RNA, U6 small nuclear 282, pseudogene
5949	ENSG00000276653	RN7SL856P	RNA, 7SL, cytoplasmic 856, pseudogene
5950	ENSG00000288086		
5951	ENSG00000124092	CTCFL	CCCTC-binding factor like
5952	ENSG00000307756		
5953	ENSG00000136939	OR1L4	olfactory receptor family 1 subfamily L member 4
5954	ENSG00000310025		
5955	ENSG00000293845		
5956	ENSG00000244278		
5957	ENSG00000271701		
5958	ENSG00000227061		
5959	ENSG00000304687		
5960	ENSG00000294052		
5961	ENSG00000229224		
5962	ENSG00000264352	RN7SL602P	RNA, 7SL, cytoplasmic 602, pseudogene
5963	ENSG00000202309	Y_RNA	Y RNA
5964	ENSG00000304164		
5965	ENSG00000306504	LOC105375723	uncharacterized LOC105375723
5966	ENSG00000299329	PDE4DIPP1	PDE4DIP pseudogene 1
5967	ENSG00000309775		
5968	ENSG00000205301	MGAT4D	MGAT4 family member D
5969	ENSG00000304431		
5970	ENSG00000147036	LANCL3	LanC like family member 3
5971	ENSG00000296897		
5972	ENSG00000295641		
5973	ENSG00000154654	NCAM2	neural cell adhesion molecule 2
5974	ENSG00000234340		
5975	ENSG00000243417	RPS3AP18	RPS3A pseudogene 18
5976	ENSG00000309205		
5977	ENSG00000229782	SPNS2-AS1	SPNS2 antisense RNA 1
5978	ENSG00000249752		
5979	ENSG00000205444	KU-MEL-3	uncharacterized LOC497048
5980	ENSG00000306699		
5981	ENSG00000218027	ELF2P2	ELF2 pseudogene 2
5982	ENSG00000309453		
5983	ENSG00000218472	RPS25P7	ribosomal protein S25 pseudogene 7
5984	ENSG00000298179		
5985	ENSG00000232526	VDAC1P13	voltage dependent anion channel 1 pseudogene 13
5986	ENSG00000287298		
5987	ENSG00000250266	LINC01612	long intergenic non-protein coding RNA 1612
5988	ENSG00000249411	LOC100131553	disintegrin and metalloproteinase domain-containing protein 21-like
5989	ENSG00000263427		
5990	ENSG00000229814	RPL35AP21	ribosomal protein L35a pseudogene 21
5991	ENSG00000269970		
5992	ENSG00000239590	OR1J4	olfactory receptor family 1 subfamily J member 4
5993	ENSG00000264029		
5994	ENSG00000293325	KRT18P55	keratin 18 pseudogene 55
5995	ENSG00000238007		
5996	ENSG00000152595	MEPE	matrix extracellular phosphoglycoprotein
5997	ENSG00000252322	RN7SKP244	RN7SK pseudogene 244
5998	ENSG00000238010		
5999	ENSG00000300237		
6000	ENSG00000309210		
6001	ENSG00000214883		
6002	ENSG00000306667		
6003	ENSG00000267206	LCN6	lipocalin 6
6004	ENSG00000308297		
6005	ENSG00000309396		
6006	ENSG00000240299	RN7SL187P	RNA, 7SL, cytoplasmic 187, pseudogene
6007	ENSG00000300359		
6008	ENSG00000305898		
6009	ENSG00000241388	HNF1A-AS1	HNF1A antisense RNA 1
6010	ENSG00000287150		
6011	ENSG00000279607		
6012	ENSG00000303594		
6013	ENSG00000249171		
6014	ENSG00000228020	HNRNPA1P46	heterogeneous nuclear ribonucleoprotein A1 pseudogene 46
6015	ENSG00000258114		
6016	ENSG00000298340		
6017	ENSG00000266306		
6018	ENSG00000196893		
6019	ENSG00000297145		
6020	ENSG00000007237	GAS7	growth arrest specific 7
6021	ENSG00000109061	MYH1	myosin heavy chain 1
6022	ENSG00000231133	HAR1B	highly accelerated region 1B
6023	ENSG00000115138	POMC	proopiomelanocortin
6024	ENSG00000201483	Y_RNA	Y RNA
6025	ENSG00000256389	LOC124902888	uncharacterized LOC124902888
6026	ENSG00000251219	LINC01217	long intergenic non-protein coding RNA 1217
6027	ENSG00000257062		
6028	ENSG00000256615	KCNJ8-AS1	KCNJ8 antisense RNA 1
6029	ENSG00000267349		
6030	ENSG00000169116	PARM1	prostate androgen-regulated mucin-like protein 1
6031	ENSG00000248165		
6032	ENSG00000306087		
6033	ENSG00000260286	ARMH2	armadillo like helical domain containing 2
6034	ENSG00000228789	HCG22	HLA complex group 22
6035	ENSG00000271231	KRT18P9	keratin 18 pseudogene 9
6036	ENSG00000307643		
6037	ENSG00000278687		
6038	ENSG00000267364		
6039	ENSG00000254930	LINC02545	long intergenic non-protein coding RNA 2545
6040	ENSG00000271398		
6041	ENSG00000224966	TBC1D3P6	TBC1 domain family member 3 pseudogene 6
6042	ENSG00000286898		
6043	ENSG00000304258		
6044	ENSG00000284229	MIR6848	microRNA 6848
6045	ENSG00000254627		
6046	ENSG00000234553		
6047	ENSG00000214890		
6048	ENSG00000250330		
6049	ENSG00000242423	RPL12P36	ribosomal protein L12 pseudogene 36
6050	ENSG00000207948	MIR328	microRNA 328
6051	ENSG00000257069	KCNK4-CATSPERZ	KCNK4-CATSPERZ readthrough (NMD candidate)
6052	ENSG00000224302		
6053	ENSG00000296063		
6054	ENSG00000206878	LOC124900442	uncharacterized LOC124900442
6055	ENSG00000258199		
6056	ENSG00000307495		
6057	ENSG00000273536		
6058	ENSG00000227423	OR10U1P	olfactory receptor family 10 subfamily U member 1 pseudogene
6059	ENSG00000297482		
6060	ENSG00000294070		
6061	ENSG00000249562		
6062	ENSG00000307807		
6063	ENSG00000294192		
6064	ENSG00000310183		
6065	ENSG00000296785		
6066	ENSG00000260096	DNM1P33	dynamin 1 pseudogene 33
6067	ENSG00000280377		
6068	ENSG00000240470	RN7SL346P	RNA, 7SL, cytoplasmic 346, pseudogene
6069	ENSG00000279125		
6070	ENSG00000248880	ICE2P1	interactor of little elongation complex ELL subunit 2 pseudogene 1
6071	ENSG00000248771	SMIM31	small integral membrane protein 31
6072	ENSG00000248816		
6073	ENSG00000243049	RN7SL33P	RNA, 7SL, cytoplasmic 33, pseudogene
6074	ENSG00000299311		
6075	ENSG00000238812	RNU7-127P	RNA, U7 small nuclear 127 pseudogene
6076	ENSG00000277942	MIR8075	microRNA 8075
6077	ENSG00000260615	RPL23AP97	ribosomal protein L23a pseudogene 97
6078	ENSG00000233491	CDHR17P	cadherin related family member 17, pseudogene
6079	ENSG00000223657	KRT8P51	keratin 8 pseudogene 51
6080	ENSG00000252643	RNU6-1136P	RNA, U6 small nuclear 1136, pseudogene
6081	ENSG00000267113		
6082	ENSG00000306119		
6083	ENSG00000270372	LINC03131	long intergenic non-protein coding RNA 3131
6084	ENSG00000296027		
6085	ENSG00000309360		
6086	ENSG00000307930	LOC105375257	uncharacterized LOC105375257
6087	ENSG00000197123	ZNF679	zinc finger protein 679
6088	ENSG00000251811	Y_RNA	Y RNA
6089	ENSG00000263573	MIR4270	microRNA 4270
6090	ENSG00000207815	MIR563	microRNA 563
6091	ENSG00000256633	PDE2A-AS2	PDE2A antisense RNA 2
6092	ENSG00000199090	MIR326	microRNA 326
6093	ENSG00000271011		
6094	ENSG00000224299	MTATP6P16	MT-ATP6 pseudogene 16
6095	ENSG00000270664		
6096	ENSG00000273258		
6097	ENSG00000252923	LOC124900529	small Cajal body-specific RNA 16
6098	ENSG00000264317	RN7SL154P	RNA, 7SL, cytoplasmic 154, pseudogene
6099	ENSG00000241227	RN7SL553P	RNA, 7SL, cytoplasmic 553, pseudogene
6100	ENSG00000234938		
6101	ENSG00000297114	LOC124907981	uncharacterized LOC124907981
6102	ENSG00000267178	PHF5AP1	PHF5A pseudogene 1
6103	ENSG00000298964		
6104	ENSG00000230268	SSU72L6	SSU72 like 6
6105	ENSG00000288015		
6106	ENSG00000284844	TOMT	transmembrane O-methyltransferase
6107	ENSG00000242061	RPL26P2	ribosomal protein L26 pseudogene 2
6108	ENSG00000200446	RNU6-1085P	RNA, U6 small nuclear 1085, pseudogene
6109	ENSG00000249978	TRGV7	T cell receptor gamma variable 7 (pseudogene)
6110	ENSG00000304014		
6111	ENSG00000298668		
6112	ENSG00000231449	RPS16P4	ribosomal protein S16 pseudogene 4
6113	ENSG00000294357		
6114	ENSG00000295431		
6115	ENSG00000130383	FUT5	fucosyltransferase 5
6116	ENSG00000130545	CRB3	crumbs cell polarity complex component 3
6117	ENSG00000229031	MTCO1P25	MT-CO1 pseudogene 25
6118	ENSG00000294245		
6119	ENSG00000164651	SP8	Sp8 transcription factor
6120	ENSG00000303781		
6121	ENSG00000237760		
6122	ENSG00000211856	TRAJ33	T cell receptor alpha joining 33
6123	ENSG00000204933	CD177P1	CD177 molecule pseudogene 1
6124	ENSG00000273176		
6125	ENSG00000299905		
6126	ENSG00000251952	RNU6-1219P	RNA, U6 small nuclear 1219, pseudogene
6127	ENSG00000298545		
6128	ENSG00000243519	IGLCOR22-2	immunoglobulin lambda constant/OR22-2 (pseudogene)
6129	ENSG00000296665		
6130	ENSG00000269425		
6131	ENSG00000299129		
6132	ENSG00000255441	SIGLEC10-AS1	SIGLEC10 antisense RNA 1
6133	ENSG00000230918	DPP4-DT	DPP4 divergent transcript
6134	ENSG00000302348		
6135	ENSG00000295210		
6136	ENSG00000207281	Y_RNA	Y RNA
6137	ENSG00000301801		
6138	ENSG00000268027		
6139	ENSG00000305376		
6140	ENSG00000299702		
6141	ENSG00000172971	UNC93B3	unc-93 homolog B3 (pseudogene)
6142	ENSG00000234702	VDAC1P3	voltage dependent anion channel 1 pseudogene 3
6143	ENSG00000300378		
6144	ENSG00000251767	RNU7-8P	RNA, U7 small nuclear 8 pseudogene
6145	ENSG00000248503	C4orf46P2	C4orf46 pseudogene 2
6146	ENSG00000229826		
6147	ENSG00000225620		
6148	ENSG00000163530	DPPA2	developmental pluripotency associated 2
6149	ENSG00000303722		
6150	ENSG00000206531	CD200R1L	CD200 receptor 1 like
6151	ENSG00000300215		
6152	ENSG00000240241		
6153	ENSG00000265193	MIR3923	microRNA 3923
6154	ENSG00000242009		
6155	ENSG00000250591	PRSS3P1	PRSS3 pseudogene 1
6156	ENSG00000288542		
6157	ENSG00000236339	POM121L13P	POM121 transmembrane nucleoporin like 13, pseudogene
6158	ENSG00000225982		
6159	ENSG00000272733		
6160	ENSG00000298765		
6161	ENSG00000261060		
6162	ENSG00000212102	MIR301B	microRNA 301b
6163	ENSG00000295387		
6164	ENSG00000297861		
6165	ENSG00000180150	HMGN2P9	high mobility group nucleosomal binding domain 2 pseudogene 9
6166	ENSG00000132703	APCS	amyloid P component, serum
6167	ENSG00000278195	SSTR3	somatostatin receptor 3
6168	ENSG00000189060	H1-0	H1.0 linker histone
6169	ENSG00000303151		
6170	ENSG00000276557	TRBV18	T cell receptor beta variable 18
6171	ENSG00000277250	Metazoa_SRP	Metazoan signal recognition particle RNA
6172	ENSG00000248916	NUP210P3	nucleoporin 210 pseudogene 3
6173	ENSG00000297818		
6174	ENSG00000308458		
6175	ENSG00000294071		
6176	ENSG00000308657		
6177	ENSG00000266818		
6178	ENSG00000267425	LINC01928	long intergenic non-protein coding RNA 1928
6179	ENSG00000298048	LOC105375157	uncharacterized LOC105375157
6180	ENSG00000287990		
6181	ENSG00000294801		
6182	ENSG00000259046	RRAGAP1	Ras related GTP binding A pseudogene 1
6183	ENSG00000233824	LOC124901604	uncharacterized LOC124901604
6184	ENSG00000228015		
6185	ENSG00000299763		
6186	ENSG00000298966		
6187	ENSG00000291131		
6188	ENSG00000269001	ZNF818P	zinc finger protein 818, pseudogene
6189	ENSG00000269758		
6190	ENSG00000207979	MIR527	microRNA 527
6191	ENSG00000212389	RNU6-1275P	RNA, U6 small nuclear 1275, pseudogene
6192	ENSG00000258778	EIF2S2P1	eukaryotic translation initiation factor 2 subunit 2 beta pseudogene 1
6193	ENSG00000293211		
6194	ENSG00000306505	LOC124901439	uncharacterized LOC124901439
6195	ENSG00000305826		
6196	ENSG00000242860	RN7SL180P	RNA, 7SL, cytoplasmic 180, pseudogene
6197	ENSG00000286767		
6198	ENSG00000200291	Y_RNA	Y RNA
6199	ENSG00000252018	RNU2-30P	RNA, U2 small nuclear 30, pseudogene
6200	ENSG00000295077	LOC105378733	uncharacterized LOC105378733
6201	ENSG00000303110		
6202	ENSG00000265538	MIR4421	microRNA 4421
6203	ENSG00000307256		
6204	ENSG00000285652		
6205	ENSG00000287178		
6206	ENSG00000289165		
6207	ENSG00000214176	PLEKHM1P1	pleckstrin homology and RUN domain containing M1 pseudogene 1
6208	ENSG00000252242	RNU7-115P	RNA, U7 small nuclear 115 pseudogene
6209	ENSG00000298648		
6210	ENSG00000307292		
6211	ENSG00000274186	RN7SL248P	RNA, 7SL, cytoplasmic 248, pseudogene
6212	ENSG00000256362	LINC02375	long intergenic non-protein coding RNA 2375
6213	ENSG00000290005		
6214	ENSG00000309816	LOC105379349	uncharacterized LOC105379349
6215	ENSG00000296222		
6216	ENSG00000234056	LINC00463	long intergenic non-protein coding RNA 463
6217	ENSG00000206034	DEFB109B	defensin beta 109B
6218	ENSG00000219699		
6219	ENSG00000297881		
6220	ENSG00000278766		
6221	ENSG00000237223	SULT1C5P	sulfotransferase family 1C member 5, pseudogene
6222	ENSG00000256671	LIMS4	LIM zinc finger domain containing 4
6223	ENSG00000289202	LOC105373554	uncharacterized LOC105373554
6224	ENSG00000271635	DBF4P2	DBF4 pseudogene 2
6225	ENSG00000304600		
6226	ENSG00000277288	LINC02881	long intergenic non-protein coding RNA 2881
6227	ENSG00000214288	HMGB3P13	high mobility group box 3 pseudogene 13
6228	ENSG00000125084	WNT1	Wnt family member 1
6229	ENSG00000264638	MIR3152	microRNA 3152
6230	ENSG00000293628		
6231	ENSG00000309297		
6232	ENSG00000283541	LOC101930090	contactin associated protein family member 3B pseudogene
6233	ENSG00000302635		
6234	ENSG00000258490		
6235	ENSG00000293472		
6236	ENSG00000202069	RNU4-66P	RNA, U4 small nuclear 66, pseudogene
6237	ENSG00000220702		
6238	ENSG00000276124	MIR6855	microRNA 6855
6239	ENSG00000300266		
6240	ENSG00000259124		
6241	ENSG00000297975		
6242	ENSG00000304904		
6243	ENSG00000293770		
6244	ENSG00000225127	LINC00237	long intergenic non-protein coding RNA 237
6245	ENSG00000302480		
6246	ENSG00000290390		
6247	ENSG00000297610		
6248	ENSG00000287410		
6249	ENSG00000253482	IGHVII-26-2	immunoglobulin heavy variable (II)-26-2 (pseudogene)
6250	ENSG00000275363	MPHOSPH10P9	MPHOSPH10 pseudogene 9
6251	ENSG00000259169	GNRHR2P1	GNRHR2 pseudogene 1
6252	ENSG00000254237	LOC105379230	uncharacterized LOC105379230
6253	ENSG00000253903		
6254	ENSG00000304624		
6255	ENSG00000235645	LINC02651	long intergenic non-protein coding RNA 2651
6256	ENSG00000266719	MIR4676	microRNA 4676
6257	ENSG00000222477	RNU2-23P	RNA, U2 small nuclear 23, pseudogene
6258	ENSG00000303899		
6259	ENSG00000241526		
6260	ENSG00000240521		
6261	ENSG00000203809	LIN28B-AS1	LIN28B antisense RNA 1
6262	ENSG00000222659	RNU2-8P	RNA, U2 small nuclear 8, pseudogene
6263	ENSG00000308914		
6264	ENSG00000309028		
6265	ENSG00000151631	AKR1C6P	aldo-keto reductase family 1 member C6, pseudogene
6266	ENSG00000296372		
6267	ENSG00000309616		
6268	ENSG00000249729	LOC100419045	tubulin alpha 4a pseudogene
6269	ENSG00000265178	MIR4728	microRNA 4728
6270	ENSG00000274419	TBC1D3D	TBC1 domain family member 3D
6271	ENSG00000305906		
6272	ENSG00000293345		
6273	ENSG00000295222		
6274	ENSG00000216859	DHFRP5	dihydrofolate reductase pseudogene 5
6275	ENSG00000227394	RPL11P1	ribosomal protein L11 pseudogene 1
6276	ENSG00000263669	RN7SL470P	RNA, 7SL, cytoplasmic 470, pseudogene
6277	ENSG00000306099		
6278	ENSG00000301653		
6279	ENSG00000305072		
6280	ENSG00000225336	HMGB3P1	high mobility group box 3 pseudogene 1
6281	ENSG00000266370	MIR3657	microRNA 3657
6282	ENSG00000188778	ADRB3	adrenoceptor beta 3
6283	ENSG00000293163		
6284	ENSG00000227609	TMEM183AP1	TMEM183A pseudogene 1
6285	ENSG00000275238	MIR4734	microRNA 4734
6286	ENSG00000302470		
6287	ENSG00000212565	LOC124900395	small nucleolar RNA SNORA68
6288	ENSG00000213417	KRTAP2-4	keratin associated protein 2-4
6289	ENSG00000265033	RN7SL262P	RNA, 7SL, cytoplasmic 262, pseudogene
6290	ENSG00000144035	NAT8	N-acetyltransferase 8 (putative)
6291	ENSG00000279942		
6292	ENSG00000265031		
6293	ENSG00000297442		
6294	ENSG00000297347		
6295	ENSG00000296220		
6296	ENSG00000251624	UNC93B7	unc-93 homolog B7 (pseudogene)
6297	ENSG00000308611		
6298	ENSG00000290359	GOLGA8DP	golgin A8 family member D, pseudogene
6299	ENSG00000264373		
6300	ENSG00000263485		
6301	ENSG00000285854		
6302	ENSG00000256226		
6303	ENSG00000290042		
6304	ENSG00000179256	SMCO3	single-pass membrane protein with coiled-coil domains 3
6305	ENSG00000212454	RNA5SP286	RNA, 5S ribosomal pseudogene 286
6306	ENSG00000218016	ZKSCAN8P2	ZKSCAN8 pseudogene 2
6307	ENSG00000252879	RN7SKP98	RN7SK pseudogene 98
6308	ENSG00000235653	LOC100419512	zinc finger protein 19 pseudogene
6309	ENSG00000189152	GRAPL	GRB2 related adaptor protein like
6310	ENSG00000249815	LINC02945	long intergenic non-protein coding RNA 2945
6311	ENSG00000234634	LINC02093	long intergenic non-protein coding RNA 2093
6312	ENSG00000239888	RN7SL792P	RNA, 7SL, cytoplasmic 792, pseudogene
6313	ENSG00000299412		
6314	ENSG00000236320	SLFN14	schlafen family member 14
6315	ENSG00000254406		
6316	ENSG00000255663		
6317	ENSG00000307287		
6318	ENSG00000254086		
6319	ENSG00000181761	OR8H3	olfactory receptor family 8 subfamily H member 3
6320	ENSG00000255269	LINC02710	long intergenic non-protein coding RNA 2710
6321	ENSG00000229258	LPGAT1-AS1	LPGAT1 antisense RNA 1
6322	ENSG00000264358	MIR3122	microRNA 3122
6323	ENSG00000308231		
6324	ENSG00000243136	RN7SL22P	RNA, 7SL, cytoplasmic 22, pseudogene
6325	ENSG00000295519		
6326	ENSG00000304506		
6327	ENSG00000300070		
6328	ENSG00000306083		
6329	ENSG00000306033		
6330	ENSG00000309349		
6331	ENSG00000274350	RN7SL853P	RNA, 7SL, cytoplasmic 853, pseudogene
6332	ENSG00000273406	LOC101929178	uncharacterized LOC101929178
6333	ENSG00000299589		
6334	ENSG00000206931	RNU6-1042P	RNA, U6 small nuclear 1042, pseudogene
6335	ENSG00000278438	MIR7849	microRNA 7849
6336	ENSG00000161973	CCDC42	coiled-coil domain containing 42
6337	ENSG00000296209		
6338	ENSG00000305561		
6339	ENSG00000302456		
6340	ENSG00000258357	NSA2P2	NSA2 pseudogene 2
6341	ENSG00000293398	LOC107984545	uncharacterized LOC107984545
6342	ENSG00000309155		
6343	ENSG00000222601	Y_RNA	Y RNA
6344	ENSG00000298076		
6345	ENSG00000207369	RNU6-665P	RNA, U6 small nuclear 665, pseudogene
6346	ENSG00000306847		
6347	ENSG00000282980		
6348	ENSG00000200914	RNA5SP435	RNA, 5S ribosomal pseudogene 435
6349	ENSG00000221296	MIR548T	microRNA 548t
6350	ENSG00000276406		
6351	ENSG00000237911	SRP68P3	signal recognition particle 68 pseudogene 3
6352	ENSG00000265453		
6353	ENSG00000242441	GTF2A1L	general transcription factor IIA subunit 1 like
6354	ENSG00000231005	RPL39P39	ribosomal protein L39 pseudogene 39
6355	ENSG00000303139		
6356	ENSG00000263608	RN7SL353P	RNA, 7SL, cytoplasmic 353, pseudogene
6357	ENSG00000308871		
6358	ENSG00000296236		
6359	ENSG00000187806	TMEM202	transmembrane protein 202
6360	ENSG00000250509		
6361	ENSG00000286558		
6362	ENSG00000289243		
6363	ENSG00000307299		
6364	ENSG00000252046	RNU6-150P	RNA, U6 small nuclear 150, pseudogene
6365	ENSG00000263643	MIR4515	microRNA 4515
6366	ENSG00000261665	TUBAP4	tubulin alpha pseudogene 4
6367	ENSG00000310336		
